"LETO";"STAROSTNE SKUPINE";"DRUŽINSKA SKUPNOST, V KATERI JE ROJEN OTROK";"VRSTNI RED ROJSTVA";Živorojeni, rojeni v zakonski zvezi ali zunaj zakonske zveze
"2015";"25-29";"Rojeni v zakonski zvezi";"Peto rojstvo";9
"2015";"25-29";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";5
"2015";"25-29";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";2662
"2015";"25-29";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";1251
"2015";"25-29";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";142
"2015";"25-29";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";34
"2015";"25-29";"Rojeni zunaj zakonske zveze";"Peto rojstvo";11
"2015";"25-29";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";10
"2015";"30-34";"Rojeni v zakonski zvezi";"Prvo rojstvo";955
"2015";"30-34";"Rojeni v zakonski zvezi";"Drugo rojstvo";1556
"2015";"30-34";"Rojeni v zakonski zvezi";"Tretje rojstvo";640
"2015";"30-34";"Rojeni v zakonski zvezi";"Èetrto rojstvo";114
"2015";"30-34";"Rojeni v zakonski zvezi";"Peto rojstvo";22
"2015";"30-34";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";17
"2015";"30-34";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";1989
"2015";"30-34";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";1818
"2015";"30-34";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";316
"2015";"30-34";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";31
"2015";"30-34";"Rojeni zunaj zakonske zveze";"Peto rojstvo";12
"2015";"30-34";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";6
"2015";"35-39";"Rojeni v zakonski zvezi";"Prvo rojstvo";306
"2015";"35-39";"Rojeni v zakonski zvezi";"Drugo rojstvo";564
"2015";"35-39";"Rojeni v zakonski zvezi";"Tretje rojstvo";429
"2015";"35-39";"Rojeni v zakonski zvezi";"Èetrto rojstvo";124
"2015";"35-39";"Rojeni v zakonski zvezi";"Peto rojstvo";36
"2015";"35-39";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";21
"2015";"35-39";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";677
"2015";"35-39";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";799
"2015";"35-39";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";255
"2015";"35-39";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";48
"2015";"35-39";"Rojeni zunaj zakonske zveze";"Peto rojstvo";15
"2015";"35-39";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";11
"2015";"40-44";"Rojeni v zakonski zvezi";"Prvo rojstvo";62
"2015";"40-44";"Rojeni v zakonski zvezi";"Drugo rojstvo";96
"2015";"40-44";"Rojeni v zakonski zvezi";"Tretje rojstvo";63
"2015";"40-44";"Rojeni v zakonski zvezi";"Èetrto rojstvo";36
"2015";"40-44";"Rojeni v zakonski zvezi";"Peto rojstvo";15
"2015";"40-44";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";22
"2015";"40-44";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";117
"2015";"40-44";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";119
"2015";"40-44";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";55
"2015";"40-44";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";12
"2015";"40-44";"Rojeni zunaj zakonske zveze";"Peto rojstvo";6
"2015";"40-44";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";3
"2015";"45-49";"Rojeni v zakonski zvezi";"Prvo rojstvo";5
"2015";"45-49";"Rojeni v zakonski zvezi";"Drugo rojstvo";2
"2015";"45-49";"Rojeni v zakonski zvezi";"Tretje rojstvo";2
"2015";"45-49";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2015";"45-49";"Rojeni v zakonski zvezi";"Peto rojstvo";1
"2015";"45-49";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";1
"2015";"45-49";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";8
"2015";"45-49";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";2
"2015";"45-49";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";1
"2015";"45-49";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2015";"45-49";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2015";"45-49";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";1
"2015";"50+";"Rojeni v zakonski zvezi";"Prvo rojstvo";1
"2015";"50+";"Rojeni v zakonski zvezi";"Drugo rojstvo";1
"2015";"50+";"Rojeni v zakonski zvezi";"Tretje rojstvo";0
"2015";"50+";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2015";"50+";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2015";"50+";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2015";"50+";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";0
"2015";"50+";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";0
"2015";"50+";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";0
"2015";"50+";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2015";"50+";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2015";"50+";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2016";"Pod 15";"Rojeni v zakonski zvezi";"Prvo rojstvo";0
"2016";"Pod 15";"Rojeni v zakonski zvezi";"Drugo rojstvo";0
"2016";"Pod 15";"Rojeni v zakonski zvezi";"Tretje rojstvo";0
"2016";"Pod 15";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2016";"Pod 15";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2016";"Pod 15";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2016";"Pod 15";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";2
"2016";"Pod 15";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";0
"2016";"Pod 15";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";0
"2016";"Pod 15";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2016";"Pod 15";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2016";"Pod 15";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2016";"15-19";"Rojeni v zakonski zvezi";"Prvo rojstvo";34
"2016";"15-19";"Rojeni v zakonski zvezi";"Drugo rojstvo";4
"2016";"15-19";"Rojeni v zakonski zvezi";"Tretje rojstvo";1
"2016";"15-19";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2016";"15-19";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2016";"15-19";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2016";"15-19";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";121
"2016";"15-19";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";23
"2016";"15-19";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";4
"2016";"15-19";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";1
"2016";"15-19";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2016";"15-19";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2016";"20-24";"Rojeni v zakonski zvezi";"Prvo rojstvo";474
"2016";"20-24";"Rojeni v zakonski zvezi";"Drugo rojstvo";194
"2016";"20-24";"Rojeni v zakonski zvezi";"Tretje rojstvo";14
"2016";"20-24";"Rojeni v zakonski zvezi";"Èetrto rojstvo";3
"2016";"20-24";"Rojeni v zakonski zvezi";"Peto rojstvo";1
"2016";"20-24";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2016";"20-24";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";1041
"2016";"20-24";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";244
"2016";"20-24";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";30
"2016";"20-24";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";7
"2016";"20-24";"Rojeni zunaj zakonske zveze";"Peto rojstvo";2
"2016";"20-24";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";2
"2016";"25-29";"Rojeni v zakonski zvezi";"Prvo rojstvo";1271
"2016";"25-29";"Rojeni v zakonski zvezi";"Drugo rojstvo";1149
"2016";"25-29";"Rojeni v zakonski zvezi";"Tretje rojstvo";262
"2016";"25-29";"Rojeni v zakonski zvezi";"Èetrto rojstvo";29
"2016";"25-29";"Rojeni v zakonski zvezi";"Peto rojstvo";10
"2016";"25-29";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2016";"25-29";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";2569
"2016";"25-29";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";1215
"2016";"25-29";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";152
"2016";"25-29";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";31
"2016";"25-29";"Rojeni zunaj zakonske zveze";"Peto rojstvo";12
"2016";"25-29";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";7
"2016";"30-34";"Rojeni v zakonski zvezi";"Prvo rojstvo";892
"2016";"30-34";"Rojeni v zakonski zvezi";"Drugo rojstvo";1566
"2016";"30-34";"Rojeni v zakonski zvezi";"Tretje rojstvo";638
"2016";"30-34";"Rojeni v zakonski zvezi";"Èetrto rojstvo";121
"2016";"30-34";"Rojeni v zakonski zvezi";"Peto rojstvo";28
"2016";"30-34";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";8
"2016";"30-34";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";1999
"2016";"30-34";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";1700
"2016";"30-34";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";322
"2016";"30-34";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";47
"2016";"30-34";"Rojeni zunaj zakonske zveze";"Peto rojstvo";12
"2016";"30-34";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";17
"2016";"35-39";"Rojeni v zakonski zvezi";"Prvo rojstvo";302
"2016";"35-39";"Rojeni v zakonski zvezi";"Drugo rojstvo";575
"2016";"35-39";"Rojeni v zakonski zvezi";"Tretje rojstvo";370
"2016";"35-39";"Rojeni v zakonski zvezi";"Èetrto rojstvo";130
"2016";"35-39";"Rojeni v zakonski zvezi";"Peto rojstvo";36
"2016";"35-39";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";14
"2016";"35-39";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";736
"2016";"35-39";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";875
"2016";"35-39";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";271
"2016";"35-39";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";56
"2016";"35-39";"Rojeni zunaj zakonske zveze";"Peto rojstvo";16
"2016";"35-39";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";6
"2016";"40-44";"Rojeni v zakonski zvezi";"Prvo rojstvo";53
"2016";"40-44";"Rojeni v zakonski zvezi";"Drugo rojstvo";91
"2016";"40-44";"Rojeni v zakonski zvezi";"Tretje rojstvo";71
"2016";"40-44";"Rojeni v zakonski zvezi";"Èetrto rojstvo";43
"2016";"40-44";"Rojeni v zakonski zvezi";"Peto rojstvo";13
"2016";"40-44";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";19
"2016";"40-44";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";137
"2016";"40-44";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";144
"2016";"40-44";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";62
"2016";"40-44";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";25
"2016";"40-44";"Rojeni zunaj zakonske zveze";"Peto rojstvo";7
"2016";"40-44";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2016";"45-49";"Rojeni v zakonski zvezi";"Prvo rojstvo";4
"2016";"45-49";"Rojeni v zakonski zvezi";"Drugo rojstvo";5
"2016";"45-49";"Rojeni v zakonski zvezi";"Tretje rojstvo";2
"2016";"45-49";"Rojeni v zakonski zvezi";"Èetrto rojstvo";2
"2016";"45-49";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2016";"45-49";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2016";"45-49";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";5
"2016";"45-49";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";8
"2016";"45-49";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";2
"2016";"45-49";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";4
"2016";"45-49";"Rojeni zunaj zakonske zveze";"Peto rojstvo";1
"2016";"45-49";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2016";"50+";"Rojeni v zakonski zvezi";"Prvo rojstvo";0
"2016";"50+";"Rojeni v zakonski zvezi";"Drugo rojstvo";0
"2016";"50+";"Rojeni v zakonski zvezi";"Tretje rojstvo";0
"2016";"50+";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2016";"50+";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2016";"50+";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2016";"50+";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";0
"2016";"50+";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";1
"2016";"50+";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";0
"2016";"50+";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2016";"50+";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2016";"50+";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2017";"Pod 15";"Rojeni v zakonski zvezi";"Prvo rojstvo";0
"2017";"Pod 15";"Rojeni v zakonski zvezi";"Drugo rojstvo";0
"2017";"Pod 15";"Rojeni v zakonski zvezi";"Tretje rojstvo";0
"2017";"Pod 15";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2017";"Pod 15";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2017";"Pod 15";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2017";"Pod 15";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";2
"2017";"Pod 15";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";0
"2017";"Pod 15";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";0
"2017";"Pod 15";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2017";"Pod 15";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2017";"Pod 15";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2017";"15-19";"Rojeni v zakonski zvezi";"Prvo rojstvo";36
"2017";"15-19";"Rojeni v zakonski zvezi";"Drugo rojstvo";4
"2017";"15-19";"Rojeni v zakonski zvezi";"Tretje rojstvo";0
"2017";"15-19";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2017";"15-19";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2017";"15-19";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2017";"15-19";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";113
"2017";"15-19";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";28
"2017";"15-19";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";0
"2017";"15-19";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2017";"15-19";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2017";"15-19";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2017";"20-24";"Rojeni v zakonski zvezi";"Prvo rojstvo";491
"2017";"20-24";"Rojeni v zakonski zvezi";"Drugo rojstvo";211
"2017";"20-24";"Rojeni v zakonski zvezi";"Tretje rojstvo";25
"2017";"20-24";"Rojeni v zakonski zvezi";"Èetrto rojstvo";2
"2017";"20-24";"Rojeni v zakonski zvezi";"Peto rojstvo";2
"2017";"20-24";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";1
"2017";"20-24";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";1060
"2017";"20-24";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";259
"2017";"20-24";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";36
"2017";"20-24";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";14
"2017";"20-24";"Rojeni zunaj zakonske zveze";"Peto rojstvo";2
"2017";"20-24";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";1
"2017";"25-29";"Rojeni v zakonski zvezi";"Prvo rojstvo";1241
"2017";"25-29";"Rojeni v zakonski zvezi";"Drugo rojstvo";1124
"2017";"25-29";"Rojeni v zakonski zvezi";"Tretje rojstvo";275
"2017";"25-29";"Rojeni v zakonski zvezi";"Èetrto rojstvo";36
"2017";"25-29";"Rojeni v zakonski zvezi";"Peto rojstvo";9
"2017";"25-29";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";6
"2017";"25-29";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";2383
"2017";"25-29";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";1219
"2017";"25-29";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";139
"2017";"25-29";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";28
"2017";"25-29";"Rojeni zunaj zakonske zveze";"Peto rojstvo";6
"2017";"25-29";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";5
"2017";"30-34";"Rojeni v zakonski zvezi";"Prvo rojstvo";933
"2017";"30-34";"Rojeni v zakonski zvezi";"Drugo rojstvo";1521
"2017";"30-34";"Rojeni v zakonski zvezi";"Tretje rojstvo";644
"2017";"30-34";"Rojeni v zakonski zvezi";"Èetrto rojstvo";125
"2017";"30-34";"Rojeni v zakonski zvezi";"Peto rojstvo";34
"2017";"30-34";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";19
"2017";"30-34";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";1794
"2017";"30-34";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";1863
"2017";"30-34";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";306
"2017";"30-34";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";47
"2017";"30-34";"Rojeni zunaj zakonske zveze";"Peto rojstvo";8
"2017";"30-34";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";15
"2017";"35-39";"Rojeni v zakonski zvezi";"Prvo rojstvo";305
"2017";"35-39";"Rojeni v zakonski zvezi";"Drugo rojstvo";644
"2017";"35-39";"Rojeni v zakonski zvezi";"Tretje rojstvo";399
"2017";"35-39";"Rojeni v zakonski zvezi";"Èetrto rojstvo";116
"2017";"35-39";"Rojeni v zakonski zvezi";"Peto rojstvo";47
"2017";"35-39";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";23
"2017";"35-39";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";665
"2017";"35-39";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";877
"2017";"35-39";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";281
"2017";"35-39";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";57
"2017";"35-39";"Rojeni zunaj zakonske zveze";"Peto rojstvo";12
"2017";"35-39";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";16
"2017";"40-44";"Rojeni v zakonski zvezi";"Prvo rojstvo";74
"2017";"40-44";"Rojeni v zakonski zvezi";"Drugo rojstvo";111
"2017";"40-44";"Rojeni v zakonski zvezi";"Tretje rojstvo";66
"2017";"40-44";"Rojeni v zakonski zvezi";"Èetrto rojstvo";34
"2017";"40-44";"Rojeni v zakonski zvezi";"Peto rojstvo";18
"2017";"40-44";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";16
"2017";"40-44";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";155
"2017";"40-44";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";130
"2017";"40-44";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";64
"2017";"40-44";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";16
"2017";"40-44";"Rojeni zunaj zakonske zveze";"Peto rojstvo";11
"2017";"40-44";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";1
"2017";"45-49";"Rojeni v zakonski zvezi";"Prvo rojstvo";6
"2017";"45-49";"Rojeni v zakonski zvezi";"Drugo rojstvo";7
"2017";"45-49";"Rojeni v zakonski zvezi";"Tretje rojstvo";2
"2017";"45-49";"Rojeni v zakonski zvezi";"Èetrto rojstvo";1
"2017";"45-49";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2017";"45-49";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";1
"2017";"45-49";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";9
"2017";"45-49";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";5
"2017";"45-49";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";3
"2017";"45-49";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2017";"45-49";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2017";"45-49";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2017";"50+";"Rojeni v zakonski zvezi";"Prvo rojstvo";1
"2017";"50+";"Rojeni v zakonski zvezi";"Drugo rojstvo";0
"2017";"50+";"Rojeni v zakonski zvezi";"Tretje rojstvo";1
"2017";"50+";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2017";"50+";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2017";"50+";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2017";"50+";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";0
"2017";"50+";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";0
"2017";"50+";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";0
"2017";"50+";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2017";"50+";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2017";"50+";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2018";"Pod 15";"Rojeni v zakonski zvezi";"Prvo rojstvo";0
"2018";"Pod 15";"Rojeni v zakonski zvezi";"Drugo rojstvo";0
"2018";"Pod 15";"Rojeni v zakonski zvezi";"Tretje rojstvo";0
"2018";"Pod 15";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2018";"Pod 15";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2018";"Pod 15";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2018";"Pod 15";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";1
"2018";"Pod 15";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";0
"2018";"Pod 15";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";0
"2018";"Pod 15";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2018";"Pod 15";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2018";"Pod 15";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2018";"15-19";"Rojeni v zakonski zvezi";"Prvo rojstvo";24
"2018";"15-19";"Rojeni v zakonski zvezi";"Drugo rojstvo";7
"2018";"15-19";"Rojeni v zakonski zvezi";"Tretje rojstvo";1
"2018";"15-19";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2018";"15-19";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2018";"15-19";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2018";"15-19";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";106
"2018";"15-19";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";25
"2018";"15-19";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";9
"2018";"15-19";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2018";"15-19";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2018";"15-19";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2018";"20-24";"Rojeni v zakonski zvezi";"Prvo rojstvo";442
"2018";"20-24";"Rojeni v zakonski zvezi";"Drugo rojstvo";210
"2018";"20-24";"Rojeni v zakonski zvezi";"Tretje rojstvo";31
"2018";"20-24";"Rojeni v zakonski zvezi";"Èetrto rojstvo";4
"2018";"20-24";"Rojeni v zakonski zvezi";"Peto rojstvo";1
"2018";"20-24";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2018";"20-24";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";1070
"2018";"20-24";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";272
"2018";"20-24";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";32
"2018";"20-24";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";9
"2018";"20-24";"Rojeni zunaj zakonske zveze";"Peto rojstvo";3
"2018";"20-24";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2018";"25-29";"Rojeni v zakonski zvezi";"Prvo rojstvo";1141
"2018";"25-29";"Rojeni v zakonski zvezi";"Drugo rojstvo";1076
"2018";"25-29";"Rojeni v zakonski zvezi";"Tretje rojstvo";242
"2018";"25-29";"Rojeni v zakonski zvezi";"Èetrto rojstvo";44
"2018";"25-29";"Rojeni v zakonski zvezi";"Peto rojstvo";4
"2018";"25-29";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";2
"2018";"25-29";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";2215
"2018";"25-29";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";1155
"2018";"25-29";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";144
"2018";"25-29";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";30
"2018";"25-29";"Rojeni zunaj zakonske zveze";"Peto rojstvo";1
"2018";"25-29";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";8
"2018";"30-34";"Rojeni v zakonski zvezi";"Prvo rojstvo";903
"2018";"30-34";"Rojeni v zakonski zvezi";"Drugo rojstvo";1476
"2018";"30-34";"Rojeni v zakonski zvezi";"Tretje rojstvo";615
"2018";"30-34";"Rojeni v zakonski zvezi";"Èetrto rojstvo";132
"2018";"30-34";"Rojeni v zakonski zvezi";"Peto rojstvo";27
"2018";"30-34";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";22
"2018";"30-34";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";1769
"2018";"30-34";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";1732
"2018";"30-34";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";300
"2018";"30-34";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";55
"2018";"30-34";"Rojeni zunaj zakonske zveze";"Peto rojstvo";15
"2018";"30-34";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";10
"2018";"35-39";"Rojeni v zakonski zvezi";"Prvo rojstvo";315
"2018";"35-39";"Rojeni v zakonski zvezi";"Drugo rojstvo";609
"2018";"35-39";"Rojeni v zakonski zvezi";"Tretje rojstvo";438
"2018";"35-39";"Rojeni v zakonski zvezi";"Èetrto rojstvo";152
